"Species"	"Nutrient"	"n"	"conc_mg_g_dw_min"	"conc_mg_g_dw_low_quant"	"conc_mg_g_dw_mean"	"conc_mg_g_dw_high_quant"	"conc_mg_g_dw_max"
"43"	"Champsocephalus gunnari"	"Cu"	10	2.90308352379807	2.98741899797791	3.90280475184304	5.11094625031275	5.29510500429386
"44"	"Champsocephalus gunnari"	"Fe"	10	7.3499005188624	7.40741776997821	11.3713979163408	19.8038252987676	20.0920671455216
"45"	"Champsocephalus gunnari"	"K"	10	15661.0111965045	15748.3122399324	17128.0798782329	19655.7247476401	19963.7718355816
"46"	"Champsocephalus gunnari"	"Mg"	10	1496.00826015478	1503.75699460556	1810.97790379842	2070.98712150478	2095.36213975366
"47"	"Champsocephalus gunnari"	"Mn"	10	0.505013069090625	0.523244097813876	0.810233062468758	1.28346969988856	1.33869331043634
"48"	"Champsocephalus gunnari"	"Na"	10	9206.20659549982	9282.11985423044	11214.1216073285	13133.4456255024	13142.4654808802
"49"	"Champsocephalus gunnari"	"Ni"	10	0.467171224593298	0.491396385598421	0.805872186354782	1.35271576517535	1.42572789009445
"50"	"Champsocephalus gunnari"	"P"	10	13898.078648617	14404.8529680836	19381.8294318887	28158.6461438666	29034.2947467021
"51"	"Champsocephalus gunnari"	"Se"	10	2.64494622802492	2.75562023856355	3.82497610968502	5.15127141776727	5.43953470216254
"52"	"Champsocephalus gunnari"	"Zn"	10	54.2918369776579	56.8109393893589	75.2073757715148	95.6517955676692	97.6793660707315
"53"	"Channichthys rhinoceratus"	"As"	10	4.8263172793077	5.56146368326029	12.3367399601543	23.6322513817948	25.9066358024691
"54"	"Channichthys rhinoceratus"	"Ca"	10	19877.0852623457	19941.6599251034	24319.5948506646	31221.3960887997	31939.2589342693
"55"	"Channichthys rhinoceratus"	"Co"	10	0.0688657407407408	0.0689886168356884	0.0829764568752687	0.0984883688225296	0.098715698787492
"56"	"Channichthys rhinoceratus"	"Cu"	10	2.72569444444445	2.79139389408256	4.00670158722229	5.23872947479015	5.28265585983872
"57"	"Channichthys rhinoceratus"	"Fe"	10	6.58423803779654	6.94002406262565	23.5004739235807	40.4188217790489	40.5555986954496
"58"	"Channichthys rhinoceratus"	"K"	10	12249.831847333	12288.5968404076	13701.7253215317	15125.5229629669	15208.2402063122
"59"	"Channichthys rhinoceratus"	"Mg"	10	1598.08579696543	1603.23016726531	1936.86612569621	2352.57232062976	2389.83823887132
"60"	"Channichthys rhinoceratus"	"Mn"	10	0.710648148148148	0.779144545191331	1.42005970487962	2.25975413155204	2.43153628883704
"61"	"Channichthys rhinoceratus"	"Na"	10	10172.5754731738	10264.7535309135	12493.0701961084	14529.6079788373	14682.1940038135
"62"	"Channichthys rhinoceratus"	"Ni"	10	0.847029320987654	0.847180613537837	0.958717664720673	1.18807623066892	1.19719451877078
"63"	"Channichthys rhinoceratus"	"P"	10	16746.4766150477	16761.8366509675	18847.6903774198	20756.4009360275	20939.5186049368
"64"	"Channichthys rhinoceratus"	"Se"	10	2.4145069469326	2.52398715407783	3.47624799988302	4.1975650322792	4.21367625055603
"65"	"Channichthys rhinoceratus"	"Zn"	10	56.8238698576568	57.7407005872112	72.7418127745257	85.7265590345195	86.6361236216804
"66"	"Dissostichus eleginoides"	"As"	2	7.40053473801828	7.40791925895614	7.54822515677541	7.68853105459468	7.69591557553254
"67"	"Dissostichus eleginoides"	"Ca"	2	21641.0191947005	21685.5764781709	22532.1648641081	23378.7532500454	23423.3105335157
"68"	"Dissostichus eleginoides"	"Co"	2	0.0816074065206114	0.0817950892489387	0.0853610610871574	0.088927032925376	0.0891147156537033
"69"	"Dissostichus eleginoides"	"Cu"	2	3.81473519640414	3.8236207771469	3.99244681125926	4.16127284537161	4.17015842611437
"70"	"Dissostichus eleginoides"	"Fe"	2	29.3148170318049	29.4814482671394	32.6474417384938	35.8134352098483	35.9800664451827
"71"	"Dissostichus eleginoides"	"K"	2	16375.856977533	16387.2163670482	16603.0447678363	16818.8731686244	16830.2325581395
"72"	"Dissostichus eleginoides"	"Mg"	2	1577.93607087274	1581.30860910483	1645.38683551454	1709.46506192425	1712.83760015634
"73"	"Dissostichus eleginoides"	"Mn"	2	2.31254239993615	2.31775405002178	2.41677540164875	2.51579675327571	2.52100840336134
"74"	"Dissostichus eleginoides"	"Na"	2	7732.25787142344	7760.72170018994	8301.53444675335	8842.34719331676	8870.81102208325
"75"	"Dissostichus eleginoides"	"Ni"	2	1.07466379344746	1.07518629378423	1.08511380018279	1.09504130658135	1.09556380691812
"76"	"Dissostichus eleginoides"	"P"	2	20400.6205355361	20427.3456416514	20935.1226578404	21442.8996740294	21469.6247801446
"77"	"Dissostichus eleginoides"	"Se"	2	3.3046707054915	3.31782791127693	3.5678148212002	3.81780173112346	3.8309589369089
"78"	"Dissostichus eleginoides"	"Zn"	2	52.7295582425476	52.7418840705371	52.9760748023369	53.2102655341368	53.2225913621262
"79"	"Echiodon cryomargarites"	"As"	10	1.3809786028949	1.38290538229078	1.50268715010733	1.76926206898307	1.7914273599815
"80"	"Echiodon cryomargarites"	"Ca"	10	13660.0808781051	13844.4315455622	18953.3230133117	23972.7123381619	24196.6632962589
"81"	"Echiodon cryomargarites"	"Co"	10	0.0510735073044752	0.0513670634815922	0.0603309139079672	0.0735128747215088	0.0739617271467626
"82"	"Echiodon cryomargarites"	"Cu"	10	7.77680315776883	7.88819776909939	9.57457829061607	10.964864283097	11.0164591604672
"83"	"Echiodon cryomargarites"	"Fe"	10	11.3537832310838	12.1336943790451	39.5794284010302	152.804735556854	180.352397458117
"84"	"Echiodon cryomargarites"	"K"	10	10211.9349885781	10294.2525554489	11176.4917603355	12985.5737827983	13380.5928790718
"85"	"Echiodon cryomargarites"	"Mg"	10	1722.84623983348	1749.05813648444	2017.85950134995	2592.72065758749	2652.5975838284
"86"	"Echiodon cryomargarites"	"Mn"	10	1.91820040899796	1.92644562534346	2.65777305786279	3.70670205041689	3.92528208604123
"87"	"Echiodon cryomargarites"	"Na"	10	20083.4494251582	20168.8448816207	21854.9956696634	25121.2476252465	25813.9368446234
"88"	"Echiodon cryomargarites"	"Ni"	10	0.571165644171779	0.587279388284288	0.735292644449987	0.892373810725496	0.899884374626211
"89"	"Echiodon cryomargarites"	"P"	10	13572.9019834392	13960.3970433004	17084.7265512285	19607.0991197224	19690.755720331
"90"	"Echiodon cryomargarites"	"Se"	10	1.47463233828863	1.49502205556576	1.85712412905235	2.37491720992319	2.39563658790425
"91"	"Echiodon cryomargarites"	"Zn"	10	43.6072695388785	44.3350619688873	53.8054794734599	62.4135214802304	63.4245577102142
"92"	"Electrona antarctica"	"As"	10	1.20315542661845	1.23239092269906	1.4916860463288	1.85988661231	1.91520228851655
"93"	"Electrona antarctica"	"Ca"	10	11959.814516129	11969.3509373723	13284.9906241727	14797.1829720393	14852.4003497198
"94"	"Electrona antarctica"	"Co"	10	0.0727421332243564	0.0729973854208071	0.0823652367271308	0.0902040562349791	0.0908079322815245
"95"	"Electrona antarctica"	"Cu"	10	2.52997041880741	2.57113833800664	3.33689240968494	4.09135624069433	4.10691274888806
"96"	"Electrona antarctica"	"Fe"	10	19.9080104200586	20.1943620214513	27.0750455552839	35.3105053851856	35.8824738031642
"97"	"Electrona antarctica"	"K"	10	5203.80773793579	5265.58809367443	5801.83473597027	6359.2202784856	6359.66246830444
"98"	"Electrona antarctica"	"Mg"	10	1392.7895105183	1395.89802852673	1623.93099722819	1921.10863579611	1935.50521563132
"99"	"Electrona antarctica"	"Mn"	10	1.02445350129678	1.05545309825512	1.40051646661267	1.701491919885	1.70470133433096
"100"	"Electrona antarctica"	"Na"	10	5906.9875711851	6053.40906903933	8089.53732797285	10186.5137898976	10371.230344076
"101"	"Electrona antarctica"	"Ni"	10	1.0034736411933	1.02926932689062	1.32669133694074	1.58856249275586	1.60711505527012
"102"	"Electrona antarctica"	"P"	10	9936.70495245153	10062.939198228	10885.8515341033	11715.3893912775	11831.5244605174
"103"	"Electrona antarctica"	"Se"	10	1.58843219679278	1.59597228557378	2.00541370536453	3.01080085308541	3.15524193548387
"104"	"Electrona antarctica"	"Zn"	10	24.0074731433909	24.225465639444	29.6256288342391	34.573400982442	34.9481381393316
"105"	"Electrona carlsbergi"	"As"	10	2.14659685863874	2.17091871675306	2.53175178647966	2.86338680926034	2.87295927941452
"106"	"Electrona carlsbergi"	"Ca"	10	13761.3598873466	14023.5625478579	18477.2964180276	23104.4526825288	23226.3532092073
"107"	"Electrona carlsbergi"	"Co"	10	0.0675920337960169	0.0688446081540143	0.10738598702933	0.130800558940102	0.13119648047765
"108"	"Electrona carlsbergi"	"Cu"	10	2.79726839518217	2.86789307473175	3.69650442892185	4.87521651066485	4.98664466965198
"109"	"Electrona carlsbergi"	"Fe"	10	25.1901025950513	26.3584775528464	40.2173377648352	81.3422622476102	90.5396594047254
"110"	"Electrona carlsbergi"	"K"	10	6628.78092939046	6682.91912782329	7615.99660310444	8841.4736987096	8994.80713331762
"111"	"Electrona carlsbergi"	"Mg"	10	1255.32086099376	1296.04174726717	1793.0072161807	2220.89774089294	2229.95522036295
"112"	"Electrona carlsbergi"	"Mn"	10	1.44028366665416	1.52005206857309	2.20488106641382	2.89773148247007	2.96818364881192
"113"	"Electrona carlsbergi"	"Na"	10	4985.14785757393	5155.86557926371	7536.62048977211	9519.96429711912	9633.30392758515
"114"	"Electrona carlsbergi"	"Ni"	10	0.805270569301951	0.82800049835701	1.31885578204595	1.64408553275311	1.65528805845011
"115"	"Electrona carlsbergi"	"P"	10	10788.9358278012	11074.5738550701	13931.8917609951	17113.2789501235	17316.4172362322
"116"	"Electrona carlsbergi"	"Se"	10	3.14021323677329	3.14240977090033	4.03442242329144	4.9424968704688	5.05675742370651
"117"	"Electrona carlsbergi"	"Zn"	10	28.4268758801046	29.53037905894	39.7177482828157	53.5679786874915	55.4625633327078
"118"	"Electrona subaspera"	"As"	10	2.17739353186039	2.24221737133186	3.00531154520084	4.20389660706676	4.48998041283713
"119"	"Electrona subaspera"	"Ca"	10	14359.0655423846	14876.0143638342	19616.4018390115	25698.606321304	26566.8946017486
"120"	"Electrona subaspera"	"Co"	10	0.0766847101278732	0.0774828576716873	0.0876153772317167	0.101021415038023	0.102069463383332
"121"	"Electrona subaspera"	"Cu"	10	3.27304574524421	3.45360241360623	4.7946968731494	6.29730413253586	6.42095131146226
"122"	"Electrona subaspera"	"Fe"	10	19.47646493756	19.8434029472334	27.9123406560155	43.7583425983009	46.3839083923459
"123"	"Electrona subaspera"	"K"	10	8099.95315491466	8166.77279879234	9915.05359424211	11635.7992186525	11677.0993977059
"124"	"Electrona subaspera"	"Mg"	10	1090.81428978777	1166.22273266997	1728.7009889684	2170.75881950867	2202.09152161707
"125"	"Electrona subaspera"	"Mn"	10	1.64915067823537	1.66783053769407	2.21944511724906	2.82240208669592	2.85990223904131
"126"	"Electrona subaspera"	"Na"	10	4547.1730009369	4776.77055873331	7013.79125999374	8867.48805092333	9018.37450870298
"127"	"Electrona subaspera"	"Ni"	10	1.05520082389289	1.05648506069569	1.15660594245453	1.33583874685654	1.37342584422876
"128"	"Electrona subaspera"	"P"	10	11750.7535948511	12261.9392078147	15729.8332366845	19646.4566252294	19984.6053581455
"129"	"Electrona subaspera"	"Se"	10	2.02129362792187	2.09217505139751	2.78278056982759	3.87280132952567	4.12290633662593
"130"	"Electrona subaspera"	"Zn"	10	27.5041753228237	28.545672330825	40.2912064707298	49.3449186974741	50.3893812099589
"131"	"Gobionotothen acuta"	"As"	8	7.56076879592991	7.89319435476155	17.5140634197012	29.8048665727194	29.8980160943351
"132"	"Gobionotothen acuta"	"Ca"	8	13433.6140856672	13835.1288115528	31487.6050564694	53252.4351792771	54959.5670475045
"133"	"Gobionotothen acuta"	"Co"	8	0.064662273476112	0.0651321750456373	0.107672681084036	0.155624286758752	0.159150130286631
"134"	"Gobionotothen acuta"	"Cu"	8	3.00661455201443	3.03797537737347	3.46741481157837	4.69851025803275	4.95976416221815
"135"	"Gobionotothen acuta"	"Fe"	8	28.9792593769867	29.330117570983	43.0112064165602	60.6496890275574	61.3348323793949
"136"	"Gobionotothen acuta"	"K"	8	10506.9728171334	10586.9949751999	12993.1087310067	15122.9441407875	15215.4640228945
"137"	"Gobionotothen acuta"	"Mg"	8	1124.74769548633	1156.3485192115	1613.21410234675	2136.06798159258	2172.61572783045
"138"	"Gobionotothen acuta"	"Mn"	8	2.95216147488875	3.22471336179158	11.1213842216575	19.1003987690151	19.8002471169687
"139"	"Gobionotothen acuta"	"Na"	8	7164.66526689817	7188.22333859531	9062.9117856544	11397.5833242447	11486.646482352
"140"	"Gobionotothen acuta"	"Ni"	8	0.60337726523888	0.619503305169819	1.23504646213288	1.84989605914697	1.88795349769493
"141"	"Gobionotothen acuta"	"P"	8	15085.8834431631	15275.5036439312	23220.9285082009	34124.6721256716	34984.7324113049
"142"	"Gobionotothen acuta"	"Se"	8	2.92109566639411	2.93797608722155	3.92195663805636	5.15381658163033	5.27822755815331
"143"	"Gobionotothen acuta"	"Zn"	8	56.0796052099345	57.8314857873203	72.1536906999647	86.1443166932041	86.5581846079302
"144"	"Gymnoscopelus bolini"	"As"	10	2.73127042401259	2.8060144809694	3.57309866787792	4.26840253776111	4.3525139030757
"145"	"Gymnoscopelus bolini"	"Ca"	10	10683.3254391158	10773.3931839903	16329.1696416056	28363.8988699326	29288.2344827586
"146"	"Gymnoscopelus bolini"	"Co"	10	0.053675992192583	0.0559843212560274	0.0827775787934653	0.146556750451927	0.155410903173312
"147"	"Gymnoscopelus bolini"	"Cu"	10	2.23251231527094	2.23558324648946	2.54026495251039	3.19241640772876	3.25170452253197
"148"	"Gymnoscopelus bolini"	"Fe"	10	13.8076411021907	13.9630893418825	24.0021814398155	54.2674011311887	60.3112286411717
"149"	"Gymnoscopelus bolini"	"K"	10	7673.08466548253	7719.43844826128	8368.82325854242	9016.72341636739	9062.29658258747
"150"	"Gymnoscopelus bolini"	"Mg"	10	942.322706571243	980.606491908877	1202.58061277392	1362.56250681398	1365.62561576355
"151"	"Gymnoscopelus bolini"	"Mn"	10	1.04403871177619	1.06538638569192	1.70814530583309	2.59494058360938	2.69162561576355
"152"	"Gymnoscopelus bolini"	"Na"	10	3203.73495445673	3245.12418586325	4160.97848023312	4920.77501909919	4932.32709359606
"153"	"Gymnoscopelus bolini"	"Ni"	10	0.838724321870389	0.844016678046354	1.0853157416341	1.58598970764713	1.66167487684729
"154"	"Gymnoscopelus bolini"	"P"	10	9592.53996447602	9719.19036373437	12715.6146963859	18518.2008318374	18897.5014778325
"155"	"Gymnoscopelus bolini"	"Se"	10	1.75933392468349	1.85294191970853	2.39171124792822	2.95822790246584	2.97396257119609
"156"	"Gymnoscopelus bolini"	"Zn"	10	17.2797769119108	17.3963385129276	21.2275288282684	28.1523892098371	29.1170825335893
"157"	"Gymnoscopelus braueri"	"As"	12	1.56311088964698	1.62964744269208	1.99643953712146	2.23247991176393	2.24939730927755
"158"	"Gymnoscopelus braueri"	"Ca"	12	9554.98413693157	10131.4685325613	12923.6558746226	15943.950815878	16304.6158098397
"159"	"Gymnoscopelus braueri"	"Co"	12	0.0593396263366104	0.0604289714267474	0.0703988229987648	0.0798360634807145	0.0799573560767591
"160"	"Gymnoscopelus braueri"	"Cu"	12	2.16770356458113	2.24990501351669	2.70508046598983	3.06895636279674	3.1018081922178
"161"	"Gymnoscopelus braueri"	"Fe"	12	12.9657470236886	13.0297110512193	17.970945340051	35.9667785970745	42.1436348083055
"162"	"Gymnoscopelus braueri"	"K"	12	6234.96433216411	6280.4049549155	6646.82495948442	7007.74344924145	7011.15750182784
"163"	"Gymnoscopelus braueri"	"Mg"	12	1064.673077681	1067.60049747555	1220.06122328621	1367.15093913865	1372.24196477928
"164"	"Gymnoscopelus braueri"	"Mn"	12	0.919643212678692	0.95885679666297	1.34319702589549	1.80678384025491	1.83454552842225
"165"	"Gymnoscopelus braueri"	"Na"	12	4246.08072367664	4298.37621100766	5093.55807579985	5812.07905264225	5820.01544025029
"166"	"Gymnoscopelus braueri"	"Ni"	12	0.749676863420939	0.779393280141877	0.960515059463676	1.1944968745286	1.22561794203585
"167"	"Gymnoscopelus braueri"	"P"	12	8246.2927421566	8605.50325664975	10115.7382254915	11828.2986159393	12116.6607438996
"168"	"Gymnoscopelus braueri"	"Se"	12	1.6589017640266	1.69249027863836	1.95118209804788	2.19942287593719	2.22866319376444
"169"	"Gymnoscopelus braueri"	"Zn"	12	22.3888026121929	23.4274243996531	31.1710783175491	39.0423562008663	39.1582781716345
"170"	"Gymnoscopelus fraseri"	"As"	12	2.26171860101453	2.2820654377055	2.72951694531673	3.66854489484581	3.89639732161196
"171"	"Gymnoscopelus fraseri"	"Ca"	12	14444.016760465	14676.301832032	19601.3084129378	23837.1450938141	24149.2975462497
"172"	"Gymnoscopelus fraseri"	"Co"	12	0.082375010194927	0.0828804906154522	0.0957576077854151	0.106214210883498	0.107746290857775
"173"	"Gymnoscopelus fraseri"	"Cu"	12	3.8869684058204	3.9430907072401	5.3070082464864	8.70530706711343	9.58472017958046
"174"	"Gymnoscopelus fraseri"	"Fe"	12	19.3685183696439	19.4279008812004	30.800777680264	43.1136056609979	44.3034916032379
"175"	"Gymnoscopelus fraseri"	"K"	12	7282.00820001608	7311.89123281317	8025.43618459921	8945.87153476758	8968.99323181049
"176"	"Gymnoscopelus fraseri"	"Mg"	12	1619.28033506504	1625.10704630465	1994.83792414767	2348.52127929315	2352.82832503894
"177"	"Gymnoscopelus fraseri"	"Mn"	12	1.76229508196721	1.818680615251	2.64610723021489	3.47283541804913	3.47549434175023
"178"	"Gymnoscopelus fraseri"	"Na"	12	5687.78945672748	5894.39289435397	8142.48209475506	9615.61459836466	9696.13068987997
"179"	"Gymnoscopelus fraseri"	"Ni"	12	1.13204469455999	1.15461175285558	1.42064465787541	1.58409768319658	1.58530505809717
"180"	"Gymnoscopelus fraseri"	"P"	12	12297.2887483055	12348.8536068555	14590.2639852158	16678.573447146	16788.0142840862
"181"	"Gymnoscopelus fraseri"	"Se"	12	2.48010290216255	2.55692314901617	3.64997498986839	4.48844065637752	4.61284344533076
"182"	"Gymnoscopelus fraseri"	"Zn"	12	29.381381139963	30.0442629283001	50.9294377995326	132.161130862297	161.07593729738
"183"	"Gymnoscopelus nicholsi"	"As"	10	2.68991672205497	2.71794580991107	3.17914276644123	3.8922434054852	3.97188623733246
"184"	"Gymnoscopelus nicholsi"	"Ca"	10	8297.31938542007	8676.86883324372	13620.2039951532	20791.500364948	20796.4618434093
"185"	"Gymnoscopelus nicholsi"	"Co"	10	0.0618403029570542	0.0620852736933189	0.0775574890646649	0.101877262677306	0.10406342913776
"186"	"Gymnoscopelus nicholsi"	"Cu"	10	3.79208891794704	3.84191447684533	4.42738759342015	5.23401683787606	5.32606541129832
"187"	"Gymnoscopelus nicholsi"	"Fe"	10	16.4330663615561	16.4738425288281	24.8706438371668	48.7647202697521	55.2915409727675
"188"	"Gymnoscopelus nicholsi"	"K"	10	6982.77201537254	7027.85938988037	8064.78093064217	9276.2643904008	9451.25668979187
"189"	"Gymnoscopelus nicholsi"	"Mg"	10	1126.43066168103	1150.75402190441	1486.03889048092	1995.86143540737	2031.14848726115
"190"	"Gymnoscopelus nicholsi"	"Mn"	10	0.878719161746882	0.927365433060601	1.36876853347531	2.01449101794045	2.03423566878981
"191"	"Gymnoscopelus nicholsi"	"Na"	10	4798.89245651114	4885.66516716445	6242.33038139932	7941.49008143468	8020.28146679881
"192"	"Gymnoscopelus nicholsi"	"Ni"	10	0.748529530255419	0.768761322336111	1.11275530701259	1.53770392206606	1.61446977205154
"193"	"Gymnoscopelus nicholsi"	"P"	10	7901.85109512913	8177.41966009125	11243.4351787671	15789.9040307712	15790.4199840764
"194"	"Gymnoscopelus nicholsi"	"Se"	10	2.22074520076631	2.27084185256634	2.94288037263206	4.12920511446405	4.36868186323092
"195"	"Gymnoscopelus nicholsi"	"Zn"	10	18.9522719843086	19.4359417821275	24.245613204936	30.1458011257013	31.0111464968153
"196"	"Gymnoscopelus piabilis"	"As"	10	1.98900965203991	2.00479226568201	2.39858666176782	2.81511203701761	2.8568676555577
"197"	"Gymnoscopelus piabilis"	"Ca"	10	12953.8534969803	13335.72126214	16043.6220474696	18665.6827945492	18680.0835428664
"198"	"Gymnoscopelus piabilis"	"Co"	10	0.0771478667445938	0.0782218240014956	0.0886578175875294	0.0989322963523682	0.0993592343255739
"199"	"Gymnoscopelus piabilis"	"Cu"	10	2.97217623066672	2.9959107312072	3.73646512306002	4.54746237299515	4.63168316831683
"200"	"Gymnoscopelus piabilis"	"Fe"	10	15.9841633350153	16.6047872317983	24.3217229739385	32.2952606610768	32.7819988310929
"201"	"Gymnoscopelus piabilis"	"K"	10	7322.10556071558	7412.00514124019	8404.8856748405	9206.85793395867	9237.70337420854
"202"	"Gymnoscopelus piabilis"	"Mg"	10	1074.49420506401	1131.19435362524	1486.20403935303	1735.86052829837	1740.06357156617
"203"	"Gymnoscopelus piabilis"	"Mn"	10	1.20732416198411	1.22591658638791	1.5543655676439	1.81151978386049	1.81742574257426
"204"	"Gymnoscopelus piabilis"	"Na"	10	4093.16520615434	4144.90188189227	5454.64322746601	6851.20049473081	6954.58021193184
"205"	"Gymnoscopelus piabilis"	"Ni"	10	0.945840639002533	0.964932435821022	1.08720581192337	1.27537928393459	1.29490408835497
"206"	"Gymnoscopelus piabilis"	"P"	10	11591.3130722774	11720.840168672	12972.113744635	13728.1812769618	13740.4006813205
"207"	"Gymnoscopelus piabilis"	"Se"	10	2.10701927829956	2.1573839107167	2.84874625704682	4.16682068471798	4.45743230079875
"208"	"Gymnoscopelus piabilis"	"Zn"	10	22.0429673302912	22.2732491880687	27.5287779794885	35.1717764563787	35.4851485148515
"209"	"Idiacanthus atlanticus"	"As"	1	1.48396837379316	1.48396837379316	1.48396837379316	1.48396837379316	1.48396837379316
"210"	"Idiacanthus atlanticus"	"Ca"	1	7771.49469585601	7771.49469585601	7771.49469585601	7771.49469585601	7771.49469585601
"211"	"Idiacanthus atlanticus"	"Co"	1	0.0381421590051254	0.0381421590051254	0.0381421590051254	0.0381421590051254	0.0381421590051254
